Patch,Player,Team,Champion,Position,Tree,Secondary,Keystone,Rune1,Rune2,Rune3,Rune4,Rune5,Stat1,Stat2,Stat3,MH,Number,Tree,Secondary,KeystoneReverse,Rune1Reverse,Rune2Reverse,Rune3Reverse,Rune4Reverse,Rune5Reverse,,,
11.9,Zven,C9,Kaisa,ADC,Domination,Precision,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Legend: Bloodline,Presence of Mind,Attack Speed,Adaptive Force,Armor,Link,337,Domination,Sorcery,Dark Harvest,Cheap Shot,Zombie Ward,Ultimate Hunter,Nimbus Cloak,Transcendence,Scaling CDR,Adaptive Force,Armor
11.9,Vulcan,C9,Nautilus,Support,Resolve,Inspiration,Aftershock,Shield Bash,Bone Plating,Unflinching,Hextech Flashtraption,Biscuit Delivery,Attack Speed,Magic Resist,Armor,Link,336,Precision,Resolve,Conqueror,Triumph,Legend: Tenacity,Last Stand,Second Wind,Unflinching,Attack Speed,Adaptive Force,Armor
11.9,Evi,DFM,Sett,Top,Precision,Resolve,Conqueror,Triumph,Legend: Tenacity,Last Stand,Second Wind,Unflinching,Attack Speed,Adaptive Force,Armor,Link,335,Resolve,Inspiration,Aftershock,Shield Bash,Bone Plating,Unflinching,Hextech Flashtraption,Biscuit Delivery,Attack Speed,Magic Resist,Armor
11.9,Steal,DFM,Rumble,Jungle,Domination,Sorcery,Dark Harvest,Cheap Shot,Zombie Ward,Ultimate Hunter,Nimbus Cloak,Transcendence,Scaling CDR,Adaptive Force,Armor,Link,334,Domination,Precision,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Legend: Bloodline,Presence of Mind,Attack Speed,Adaptive Force,Armor
11.9,Aria,DFM,Zoe,Mid,Domination,Inspiration,Electrocute,Taste of Blood,Eyeball Collection,Ravenous Hunter,Minion Dematerializer,Time Warp Tonic,Attack Speed,Adaptive Force,Armor,Link,333,Precision,Resolve,Fleet Footwork,Triumph,Legend: Alacrity,Last Stand,Second Wind,Overgrowth,Attack Speed,Adaptive Force,Magic Resist
11.9,Yutapon,DFM,Tristana,ADC,Domination,Inspiration,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Cosmic Insight,Magical Footwear,Attack Speed,Adaptive Force,Armor,Link,332,Domination,Sorcery,Predator,Cheap Shot,Eyeball Collection,Relentless Hunter,Absolute Focus,Gathering Storm,Attack Speed,Adaptive Force,Magic Resist
11.9,Kazu,DFM,Alistar,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Minion Dematerializer,Hextech Flashtraption,Scaling CDR,Armor,Armor,Link,331,Resolve,Inspiration,Grasp of the Undying,Shield Bash,Bone Plating,Overgrowth,Cosmic Insight,Biscuit Delivery,Attack Speed,Adaptive Force,Armor
11.9,Evi,DFM,Nocturne,Top,Precision,Inspiration,Conqueror,Presence of Mind,Legend: Alacrity,Last Stand,Biscuit Delivery,Time Warp Tonic,Attack Speed,Adaptive Force,Armor,Link,330,Resolve,Inspiration,Aftershock,Shield Bash,Bone Plating,Unflinching,Hextech Flashtraption,Cosmic Insight,Scaling CDR,Magic Resist,Armor
11.9,Steal,DFM,Udyr,Jungle,Sorcery,Inspiration,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor,Link,329,Domination,Precision,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Legend: Alacrity,Cut Down,Attack Speed,Adaptive Force,Armor
11.9,Aria,DFM,Syndra,Mid,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Scorch,Biscuit Delivery,Time Warp Tonic,Attack Speed,Adaptive Force,Armor,Link,328,Inspiration,Sorcery,Unsealed Spellbook,Perfect Timing,Minion Dematerializer,Cosmic Insight,Nimbus Cloak,Celerity,Attack Speed,Adaptive Force,Magic Resist
11.9,Yutapon,DFM,Tristana,ADC,Domination,Inspiration,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Cosmic Insight,Magical Footwear,Attack Speed,Adaptive Force,Armor,Link,327,Domination,Sorcery,Dark Harvest,Cheap Shot,Eyeball Collection,Ultimate Hunter,Nimbus Cloak,Celerity,Scaling CDR,Adaptive Force,Magic Resist
11.9,Kazu,DFM,Sett,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Hextech Flashtraption,Time Warp Tonic,Attack Speed,Adaptive Force,Armor,Link,326,Sorcery,Inspiration,Phase Rush,Manaflow Band,Absolute Focus,Scorch,Time Warp Tonic,Biscuit Delivery,Adaptive Force,Adaptive Force,Armor
11.9,Khan,DK,Gnar,Top,Domination,Resolve,Hail of Blades,Taste of Blood,Ghost Poro,Ravenous Hunter,Second Wind,Unflinching,Attack Speed,Adaptive Force,Armor,Link,325,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Hextech Flashtraption,Cosmic Insight,Scaling CDR,Armor,Armor
11.9,Canyon,DK,Diana,Jungle,Precision,Inspiration,Conqueror,Triumph,Legend: Tenacity,Last Stand,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor,Link,324,Domination,Inspiration,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor
11.9,ShowMaker,DK,Yasuo,Mid,Precision,Resolve,Conqueror,Triumph,Legend: Alacrity,Last Stand,Second Wind,Unflinching,Attack Speed,Adaptive Force,Magic Resist,Link,323,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Scorch,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist
11.9,Ghost,DK,Kaisa,ADC,Domination,Inspiration,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor,Link,322,Sorcery,Inspiration,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Future's Market,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist
11.9,BeryL,DK,Nautilus,Support,Resolve,Inspiration,Aftershock,Shield Bash,Bone Plating,Unflinching,Biscuit Delivery,Hextech Flashtraption,Attack Speed,Armor,Armor,Link,321,Resolve,Domination,Grasp of the Undying,Demolish,Second Wind,Unflinching,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor
11.9,Buggax,INF,Gangplank,Top,Resolve,Sorcery,Grasp of the Undying,Demolish,Bone Plating,Overgrowth,Manaflow Band,Transcendence,Adaptive Force,Adaptive Force,Armor,Link,320,Resolve,Inspiration,Aftershock,Shield Bash,Bone Plating,Unflinching,Hextech Flashtraption,Cosmic Insight,Scaling CDR,Armor,Armor
11.9,SolidSnake,INF,Morgana,Jungle,Domination,Sorcery,Predator,Cheap Shot,Eyeball Collection,Ravenous Hunter,Absolute Focus,Waterwalking,Attack Speed,Adaptive Force,Magic Resist,Link,319,Domination,Inspiration,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor
11.9,cody,INF,Syndra,Mid,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Scorch,Cosmic Insight,Minion Dematerializer,Attack Speed,Adaptive Force,Armor,Link,318,Domination,Inspiration,Electrocute,Taste of Blood,Eyeball Collection,Ravenous Hunter,Minion Dematerializer,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist
11.9,Whitelotus,INF,Kalista,ADC,Domination,Inspiration,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor,Link,317,Precision,Sorcery,Press the Attack,Triumph,Legend: Alacrity,Coup de Grace,Nimbus Cloak,Celerity,Attack Speed,Adaptive Force,Magic Resist
11.9,Ackerman,INF,Nautilus,Support,Resolve,Inspiration,Aftershock,Shield Bash,Bone Plating,Unflinching,Hextech Flashtraption,Cosmic Insight,Scaling CDR,Armor,Armor,Link,316,Precision,Resolve,Conqueror,Triumph,Legend: Alacrity,Last Stand,Bone Plating,Revitalize,Adaptive Force,Adaptive Force,Armor
11.9,Fudge,C9,Sion,Top,Inspiration,Resolve,Unsealed Spellbook,Magical Footwear,Future's Market,Cosmic Insight,Second Wind,Overgrowth,Adaptive Force,Adaptive Force,Magic Resist,Link,315,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Minion Dematerializer,Hextech Flashtraption,Scaling CDR,Armor,Armor
11.9,Blaber,C9,Rumble,Jungle,Domination,Sorcery,Predator,Cheap Shot,Eyeball Collection,Ultimate Hunter,Nimbus Cloak,Transcendence,Scaling CDR,Adaptive Force,Magic Resist,Link,314,Domination,Inspiration,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Cosmic Insight,Magical Footwear,Attack Speed,Adaptive Force,Armor
11.9,Perkz,C9,Lucian,Mid,Precision,Inspiration,Press the Attack,Presence of Mind,Legend: Bloodline,Coup de Grace,Biscuit Delivery,Time Warp Tonic,Attack Speed,Adaptive Force,Armor,Link,313,Domination,Inspiration,Electrocute,Taste of Blood,Eyeball Collection,Ravenous Hunter,Biscuit Delivery,Time Warp Tonic,Attack Speed,Adaptive Force,Magic Resist
11.9,Zven,C9,Varus,ADC,Precision,Domination,Lethal Tempo,Overheal,Legend: Alacrity,Coup de Grace,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor,Link,312,Sorcery,Inspiration,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor
11.9,Vulcan,C9,Thresh,Support,Resolve,Inspiration,Guardian,Demolish,Bone Plating,Unflinching,Perfect Timing,Cosmic Insight,Adaptive Force,Magic Resist,Armor,Link,311,Resolve,Domination,Grasp of the Undying,Demolish,Bone Plating,Unflinching,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor
11.9,BOSS,UOL,Gnar,Top,Resolve,Domination,Grasp of the Undying,Demolish,Second Wind,Overgrowth,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor,Link,310,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Biscuit Delivery,Hextech Flashtraption,Attack Speed,Armor,Armor
11.9,AHaHaCiK,UOL,Khazix,Jungle,Precision,Domination,Conqueror,Triumph,Legend: Alacrity,Last Stand,Eyeball Collection,Sudden Impact,Adaptive Force,Adaptive Force,Armor,Link,309,Domination,Inspiration,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor
11.9,Nomanz,UOL,Viktor,Mid,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Gathering Storm,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor,Link,308,Precision,Inspiration,Conqueror,Presence of Mind,Legend: Tenacity,Last Stand,Biscuit Delivery,Cosmic Insight,Adaptive Force,Adaptive Force,Magic Resist
11.9,Lodik,UOL,Kaisa,ADC,Domination,Inspiration,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Perfect Timing,Biscuit Delivery,Attack Speed,Adaptive Force,Armor,Link,307,Precision,Domination,Conqueror,Triumph,Legend: Tenacity,Coup de Grace,Cheap Shot,Ultimate Hunter,Scaling CDR,Adaptive Force,Armor
11.9,SaNTaS,UOL,Alistar,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Hextech Flashtraption,Minion Dematerializer,Scaling CDR,Armor,Armor,Link,306,Precision,Inspiration,Conqueror,Presence of Mind,Legend: Alacrity,Last Stand,Magical Footwear,Biscuit Delivery,Adaptive Force,Adaptive Force,Armor
11.9,BioPanther,PGG,Jayce,Top,Sorcery,Inspiration,Phase Rush,Manaflow Band,Absolute Focus,Gathering Storm,Magical Footwear,Biscuit Delivery,Adaptive Force,Adaptive Force,Armor,Link,305,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Overgrowth,Hextech Flashtraption,Cosmic Insight,Adaptive Force,Magic Resist,Armor
11.9,Pabu,PGG,Karthus,Jungle,Domination,Precision,Dark Harvest,Cheap Shot,Ghost Poro,Ultimate Hunter,Presence of Mind,Last Stand,Adaptive Force,Adaptive Force,Armor,Link,304,Domination,Precision,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Legend: Bloodline,Overheal,Attack Speed,Adaptive Force,Armor
11.9,Chazz,PGG,LeeSin,Mid,Precision,Resolve,Conqueror,Triumph,Legend: Tenacity,Last Stand,Second Wind,Unflinching,Attack Speed,Adaptive Force,Magic Resist,Link,303,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Scorch,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist
11.9,Praedyth,PGG,Xayah,ADC,Precision,Inspiration,Lethal Tempo,Overheal,Legend: Bloodline,Coup de Grace,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor,Link,302,Sorcery,Inspiration,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Future's Market,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist
11.9,Decoy,PGG,Nautilus,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Cosmic Insight,Minion Dematerializer,Attack Speed,Armor,Magic Resist,Link,301,Precision,Resolve,Conqueror,Triumph,Legend: Tenacity,Last Stand,Second Wind,Revitalize,Attack Speed,Adaptive Force,Armor
11.9,Khan,DK,Sion,Top,Resolve,Inspiration,Grasp of the Undying,Demolish,Second Wind,Overgrowth,Biscuit Delivery,Magical Footwear,Attack Speed,Magic Resist,Magic Resist,Link,300,Resolve,Inspiration,Aftershock,Shield Bash,Bone Plating,Unflinching,Biscuit Delivery,Hextech Flashtraption,Attack Speed,Magic Resist,Armor
11.9,Canyon,DK,Udyr,Jungle,Sorcery,Inspiration,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Future's Market,Cosmic Insight,Attack Speed,Adaptive Force,Armor,Link,299,Domination,Inspiration,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Cosmic Insight,Biscuit Delivery,Attack Speed,Adaptive Force,Armor
11.9,ShowMaker,DK,Lucian,Mid,Precision,Inspiration,Press the Attack,Presence of Mind,Legend: Bloodline,Cut Down,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Magic Resist,Link,298,Precision,Inspiration,Press the Attack,Presence of Mind,Legend: Bloodline,Cut Down,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Magic Resist
11.9,Ghost,DK,Tristana,ADC,Domination,Precision,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Legend: Alacrity,Cut Down,Attack Speed,Adaptive Force,Magic Resist,Link,297,Domination,Sorcery,Predator,Cheap Shot,Zombie Ward,Relentless Hunter,Absolute Focus,Gathering Storm,Attack Speed,Adaptive Force,Magic Resist
11.9,BeryL,DK,Sett,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Time Warp Tonic,Hextech Flashtraption,Attack Speed,Adaptive Force,Armor,Link,296,Sorcery,Inspiration,Phase Rush,Manaflow Band,Absolute Focus,Gathering Storm,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Armor
11.9,Xiaohu,RNG,Gragas,Top,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Gathering Storm,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor,Link,295,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Perfect Timing,Biscuit Delivery,Scaling CDR,Armor,Magic Resist
11.9,Wei,RNG,Olaf,Jungle,Precision,Inspiration,Conqueror,Triumph,Legend: Alacrity,Last Stand,Biscuit Delivery,Cosmic Insight,Adaptive Force,Adaptive Force,Armor,Link,294,Domination,Precision,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Overheal,Legend: Bloodline,Attack Speed,Adaptive Force,Magic Resist
11.9,Cryin,RNG,Orianna,Mid,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Gathering Storm,Biscuit Delivery,Time Warp Tonic,Attack Speed,Adaptive Force,Armor,Link,293,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Scorch,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor
11.9,GALA,RNG,Kaisa,ADC,Domination,Inspiration,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor,Link,292,Domination,Sorcery,Dark Harvest,Cheap Shot,Zombie Ward,Ultimate Hunter,Nimbus Cloak,Absolute Focus,Scaling CDR,Adaptive Force,Armor
11.9,Ming,RNG,Nautilus,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Perfect Timing,Time Warp Tonic,Attack Speed,Armor,Armor,Link,291,Inspiration,Resolve,Unsealed Spellbook,Magical Footwear,Biscuit Delivery,Approach Velocity,Second Wind,Overgrowth,Adaptive Force,Armor,Armor
11.9,Armut,MAD,Gnar,Top,Resolve,Domination,Grasp of the Undying,Demolish,Second Wind,Unflinching,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor,Link,290,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Hextech Flashtraption,Biscuit Delivery,Scaling CDR,Armor,Armor
11.9,Elyoya,MAD,Rumble,Jungle,Domination,Sorcery,Dark Harvest,Cheap Shot,Zombie Ward,Ultimate Hunter,Nimbus Cloak,Transcendence,Scaling CDR,Adaptive Force,Magic Resist,Link,289,Domination,Precision,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Overheal,Legend: Alacrity,Attack Speed,Adaptive Force,Armor
11.9,Humanoid,MAD,Orianna,Mid,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Scorch,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist,Link,288,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Scorch,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist
11.9,Carzzy,MAD,Vayne,ADC,Precision,Domination,Press the Attack,Overheal,Legend: Alacrity,Cut Down,Ravenous Hunter,Taste of Blood,Attack Speed,Adaptive Force,Armor,Link,287,Precision,Sorcery,Press the Attack,Triumph,Legend: Tenacity,Coup de Grace,Nimbus Cloak,Waterwalking,Attack Speed,Adaptive Force,Magic Resist
11.9,Kaiser,MAD,Leona,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Biscuit Delivery,Hextech Flashtraption,Attack Speed,Magic Resist,Armor,Link,286,Precision,Resolve,Conqueror,Triumph,Legend: Tenacity,Last Stand,Bone Plating,Revitalize,Adaptive Force,Adaptive Force,Armor
11.9,BioPanther,PGG,Urgot,Top,Precision,Resolve,Press the Attack,Triumph,Legend: Tenacity,Last Stand,Second Wind,Overgrowth,Adaptive Force,Adaptive Force,Armor,Link,285,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Biscuit Delivery,Cosmic Insight,Scaling CDR,Armor,Magic Resist
11.9,Pabu,PGG,Udyr,Jungle,Sorcery,Precision,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Triumph,Legend: Alacrity,Attack Speed,Adaptive Force,Magic Resist,Link,284,Precision,Inspiration,Lethal Tempo,Presence of Mind,Legend: Bloodline,Cut Down,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor
11.9,Chazz,PGG,Kassadin,Mid,Precision,Resolve,Fleet Footwork,Presence of Mind,Legend: Tenacity,Last Stand,Second Wind,Overgrowth,Adaptive Force,Adaptive Force,Magic Resist,Link,283,Inspiration,Sorcery,Unsealed Spellbook,Perfect Timing,Minion Dematerializer,Cosmic Insight,Nimbus Cloak,Transcendence,Attack Speed,Adaptive Force,Magic Resist
11.9,Praedyth,PGG,Kaisa,ADC,Domination,Precision,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Presence of Mind,Legend: Bloodline,Attack Speed,Adaptive Force,Armor,Link,282,Sorcery,Precision,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Triumph,Legend: Tenacity,Attack Speed,Adaptive Force,Armor
11.9,Decoy,PGG,Galio,Support,Resolve,Sorcery,Aftershock,Font of Life,Bone Plating,Unflinching,Nimbus Cloak,Transcendence,Adaptive Force,Adaptive Force,Armor,Link,281,Precision,Resolve,Conqueror,Triumph,Legend: Tenacity,Last Stand,Unflinching,Bone Plating,Attack Speed,Adaptive Force,Armor
11.9,Hanabi,PSG,Gnar,Top,Resolve,Domination,Grasp of the Undying,Demolish,Second Wind,Overgrowth,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor,Link,280,Resolve,Inspiration,Guardian,Font of Life,Second Wind,Unflinching,Approach Velocity,Biscuit Delivery,Attack Speed,Magic Resist,Armor
11.9,River,PSG,Udyr,Jungle,Sorcery,Precision,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Triumph,Legend: Tenacity,Attack Speed,Adaptive Force,Magic Resist,Link,279,Domination,Inspiration,Hail of Blades,Taste of Blood,Zombie Ward,Ultimate Hunter,Cosmic Insight,Biscuit Delivery,Attack Speed,Adaptive Force,Armor
11.9,Maple,PSG,Akali,Mid,Precision,Resolve,Fleet Footwork,Presence of Mind,Legend: Tenacity,Last Stand,Second Wind,Unflinching,Adaptive Force,Adaptive Force,Magic Resist,Link,278,Precision,Inspiration,Press the Attack,Presence of Mind,Legend: Bloodline,Coup de Grace,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Magic Resist
11.9,Doggo,PSG,Tristana,ADC,Domination,Precision,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Legend: Bloodline,Cut Down,Attack Speed,Adaptive Force,Magic Resist,Link,277,Domination,Sorcery,Dark Harvest,Cheap Shot,Eyeball Collection,Ultimate Hunter,Nimbus Cloak,Transcendence,Scaling CDR,Adaptive Force,Magic Resist
11.9,Kaiwing,PSG,Rakan,Support,Resolve,Inspiration,Guardian,Font of Life,Bone Plating,Unflinching,Biscuit Delivery,Cosmic Insight,Scaling CDR,Armor,Magic Resist,Link,276,Resolve,Domination,Grasp of the Undying,Demolish,Bone Plating,Unflinching,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor
11.9,Khan,DK,Sion,Top,Inspiration,Resolve,Unsealed Spellbook,Magical Footwear,Biscuit Delivery,Approach Velocity,Second Wind,Overgrowth,Adaptive Force,Adaptive Force,Armor,Link,275,Sorcery,Inspiration,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Hextech Flashtraption,Cosmic Insight,Scaling CDR,Adaptive Force,Magic Resist
11.9,Canyon,DK,Morgana,Jungle,Domination,Sorcery,Predator,Cheap Shot,Zombie Ward,Relentless Hunter,Absolute Focus,Gathering Storm,Attack Speed,Adaptive Force,Armor,Link,274,Precision,Inspiration,Fleet Footwork,Presence of Mind,Legend: Bloodline,Coup de Grace,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor
11.9,ShowMaker,DK,Sylas,Mid,Precision,Inspiration,Conqueror,Presence of Mind,Legend: Tenacity,Last Stand,Biscuit Delivery,Cosmic Insight,Adaptive Force,Adaptive Force,Magic Resist,Link,273,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Scorch,Biscuit Delivery,Time Warp Tonic,Attack Speed,Adaptive Force,Armor
11.9,Ghost,DK,Kaisa,ADC,Domination,Inspiration,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor,Link,272,Domination,Sorcery,Predator,Cheap Shot,Eyeball Collection,Ravenous Hunter,Transcendence,Nimbus Cloak,Attack Speed,Adaptive Force,Armor
11.9,BeryL,DK,Leona,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Biscuit Delivery,Hextech Flashtraption,Scaling CDR,Armor,Armor,Link,271,Precision,Resolve,Conqueror,Triumph,Legend: Tenacity,Last Stand,Second Wind,Unflinching,Adaptive Force,Adaptive Force,Armor
11.9,Xiaohu,RNG,Lucian,Top,Precision,Inspiration,Press the Attack,Presence of Mind,Legend: Bloodline,Coup de Grace,Biscuit Delivery,Time Warp Tonic,Attack Speed,Adaptive Force,Magic Resist,Link,270,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Hextech Flashtraption,Biscuit Delivery,Scaling CDR,Armor,Magic Resist
11.9,Wei,RNG,Udyr,Jungle,Sorcery,Inspiration,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Future's Market,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist,Link,269,Domination,Precision,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Overheal,Legend: Bloodline,Attack Speed,Adaptive Force,Armor
11.9,Cryin,RNG,Orianna,Mid,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Gathering Storm,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor,Link,268,Sorcery,Inspiration,Arcane Comet,Manaflow Band,Transcendence,Scorch,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist
11.9,GALA,RNG,Kaisa,ADC,Domination,Inspiration,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor,Link,267,Precision,Sorcery,Press the Attack,Triumph,Legend: Tenacity,Last Stand,Waterwalking,Nimbus Cloak,Attack Speed,Adaptive Force,Armor
11.9,Ming,RNG,Gragas,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Cosmic Insight,Biscuit Delivery,Scaling CDR,Armor,Armor,Link,266,Sorcery,Inspiration,Phase Rush,Manaflow Band,Absolute Focus,Gathering Storm,Biscuit Delivery,Magical Footwear,Adaptive Force,Adaptive Force,Armor
11.9,Fudge,C9,Malphite,Top,Sorcery,Inspiration,Arcane Comet,Manaflow Band,Transcendence,Gathering Storm,Biscuit Delivery,Cosmic Insight,Adaptive Force,Adaptive Force,Armor,Link,265,Resolve,Inspiration,Aftershock,Shield Bash,Bone Plating,Unflinching,Minion Dematerializer,Hextech Flashtraption,Attack Speed,Armor,Armor
11.9,Blaber,C9,Morgana,Jungle,Domination,Sorcery,Predator,Cheap Shot,Eyeball Collection,Relentless Hunter,Absolute Focus,Gathering Storm,Attack Speed,Adaptive Force,Armor,Link,264,Domination,Inspiration,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor
11.9,Perkz,C9,LeeSin,Mid,Precision,Resolve,Conqueror,Triumph,Legend: Tenacity,Last Stand,Second Wind,Overgrowth,Adaptive Force,Adaptive Force,Magic Resist,Link,263,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Scorch,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist
11.9,Zven,C9,Tristana,ADC,Domination,Precision,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Overheal,Legend: Bloodline,Attack Speed,Adaptive Force,Armor,Link,262,Precision,Inspiration,Conqueror,Triumph,Legend: Alacrity,Last Stand,Cosmic Insight,Magical Footwear,Adaptive Force,Adaptive Force,Armor
